Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Le Creuset 3-Ply Stainless Steel Non-Stick Omelette Pan, 20 x 4 cm
Material Stainless Steel
Brand LE CREUSET
Diameter 20 Centimetres
Colour Silver
Item dimensions L x W x H 36.8 x 22.4 x 6.1 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Versatile: For low-fat cooking, suitable for omelettes, fried eggs, and small pancakes
Easy to use and clean: Suitable for ovens, grills and all hob types (including induction), easy-grip handle, easy-handwash, dishwasher safe
Contents: 1 x Le Creuset 3-Ply Stainless Steel Non-Stick Omelette Pan, dimensions: 39.7 x 22.9 x 7.5 cm, weight: 1.03 kg, colour: Silver/Black, 96201320001000
Brand LE CREUSET
Model Number 962013201
Colour Silver
Product Dimensions 36.83 x 22.35 x 6.1 cm; 771.11 Grams
Diameter 20 Centimetres
Material Stainless Steel
Special Features Dishwasher-safe
Item Weight 771 g
","Le Creuset 3-Ply Stainless Steel Non-Stick Omelette Pan, 20 x 4 cm
Versatile: For low-fat cooking, suitable for omelettes, fried eggs, and small pancakes
Easy to use and clean: Suitable for ovens, grills and all hob types (including induction), easy-grip handle, easy-handwash, dishwasher safe
Contents: 1 x Le Creuset 3-Ply Stainless Steel Non-Stick Omelette Pan, dimensions: 39.7 x 22.9 x 7.5 cm, weight: 1.03 kg, colour: Silver/Black, 96201320001000
","Material Stainless Steel
Brand LE CREUSET
Diameter 20 Centimetres
Colour Silver
Item dimensions L x W x H 36.8 x 22.4 x 6.1 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand LE CREUSET
Model Number 962013201
Colour Silver
Product Dimensions 36.83 x 22.35 x 6.1 cm; 771.11 Grams
Diameter 20 Centimetres
Material Stainless Steel
Special Features Dishwasher-safe
Item Weight 771 g
",metal,silver,771g,other,36.8,22.4,6.1,handle
"Jamie Oliver Tefal Titanium Ultra-Resistant Non-stick Saute Pan & Lid - 24cm / 2.9 Litre
Brand Unknown
Diameter 24 Centimetres
Colour Black
Item dimensions L x W x H 17.2 x 9.8 x 8 centimetres
Capacity 2.9 litres
Has non-stick coating Yes
Dishwasher safe? Yes
Jamie Oliver Tefal titanium ultra-resistant non-stick sauté pan & lid - 24cm/ 2.9 litre
Brand Unknown
Model Number E7763245
Colour Black
Product Dimensions 17.17 x 9.83 x 8 cm; 1.34 Kilograms
Diameter 24 Centimetres
Capacity 2.9 litres
Special Features Induction_stovetop_compatible, Dishwasher-safe
Item Weight 1.34 kg
","Jamie Oliver Tefal Titanium Ultra-Resistant Non-stick Saute Pan & Lid - 24cm / 2.9 Litre
Jamie Oliver Tefal titanium ultra-resistant non-stick sauté pan & lid - 24cm/ 2.9 litre
","Brand Unknown
Diameter 24 Centimetres
Colour Black
Item dimensions L x W x H 17.2 x 9.8 x 8 centimetres
Capacity 2.9 litres
Has non-stick coating Yes
Dishwasher safe? Yes
Brand Unknown
Model Number E7763245
Colour Black
Product Dimensions 17.17 x 9.83 x 8 cm; 1.34 Kilograms
Diameter 24 Centimetres
Capacity 2.9 litres
Special Features Induction_stovetop_compatible, Dishwasher-safe
Item Weight 1.34 kg
",metal,black,1.34kg,2.9L,17.2,9.8,8,lid
"Tefal B3010772 Extra Frying Pan, 30 cm - Black
Material Aluminium
Brand Tefal
Colour Black
Item dimensions L x W x H 45.7 x 29.8 x 6.7 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Thermospot technology
Powerglide non-stick coating
Bakelite handle that provides a comfortable and secure grip
Tefal offers a lifetime guarantee on non-stick coating against any blistering and peeling, and the main body and lids of the pan are covered by a 2-year guarantee
Not compatible with induction
Brand Tefal
Model Number B3010772
Colour Black
Product Dimensions 45.7 x 29.8 x 6.7 cm; 680 Grams
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Microwave-Safe
Item Weight 680 g
","Tefal B3010772 Extra Frying Pan, 30 cm - Black
Thermospot technology
Powerglide non-stick coating
Bakelite handle that provides a comfortable and secure grip
Tefal offers a lifetime guarantee on non-stick coating against any blistering and peeling, and the main body and lids of the pan are covered by a 2-year guarantee
Not compatible with induction
","Material Aluminium
Brand Tefal
Colour Black
Item dimensions L x W x H 45.7 x 29.8 x 6.7 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand Tefal
Model Number B3010772
Colour Black
Product Dimensions 45.7 x 29.8 x 6.7 cm; 680 Grams
Material Aluminium
Special Features Dishwasher-Safe,Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Microwave-Safe
Item Weight 680 g
",metal,black,680g,other,45.7,29.8,6.7,lid;handle
"Le Creuset Signature Enamelled Cast Iron Grillit Frying Pan With Helper Handle and Two Pouring Lips, For All Hob Types and Ovens, 26 cm, Cerise, 201832606
Material Cast Iron
Brand LE CREUSET
Diameter 26 Centimetres
Colour Cerise
Item dimensions L x W x H 35.3 x 38.4 x 6.6 centimetres
Capacity 1.6 litres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Enamelled cast iron grillit frying pan with helper handle and pouring lips, Made in France
Easy to use and clean: Suitable for ovens, grills, BBQs and all hob types (incl. induction), Easy-clean enamel, Dishwasher safe
Versatile use: Heats evenly with lasting heat retention, For frying, searing, slow cooking or baking on medium heat
Helper handle for even weight, Cast iron handle with hook for hanging, Heat protection handle glove sold separately
Contents: 1x Le Creuset Cast Iron Grillit Frying Pan, 1x Care & Use Booklet, Dimensions: 44.3x29.9x5.3cm, Weight: 2.86kg, Colour: Cerise, 201832606
Depth : 3.6 cm
Brand LE CREUSET
Model Number 201832606
Colour Cerise
Product Dimensions 35.31 x 38.35 x 6.6 cm; 3.18 Kilograms
Diameter 26 Centimetres
Capacity 1.6 litres
Volume Capacity 1600 Millilitres
Material Cast Iron
Auto Shutoff No
Special Features Induction stovetop compatible
Item Weight 3.18 kg
","Le Creuset Signature Enamelled Cast Iron Grillit Frying Pan With Helper Handle and Two Pouring Lips, For All Hob Types and Ovens, 26 cm, Cerise, 201832606
Enamelled cast iron grillit frying pan with helper handle and pouring lips, Made in France
Easy to use and clean: Suitable for ovens, grills, BBQs and all hob types (incl. induction), Easy-clean enamel, Dishwasher safe
Versatile use: Heats evenly with lasting heat retention, For frying, searing, slow cooking or baking on medium heat
Helper handle for even weight, Cast iron handle with hook for hanging, Heat protection handle glove sold separately
Contents: 1x Le Creuset Cast Iron Grillit Frying Pan, 1x Care & Use Booklet, Dimensions: 44.3x29.9x5.3cm, Weight: 2.86kg, Colour: Cerise, 201832606
Depth : 3.6 cm
","Material Cast Iron
Brand LE CREUSET
Diameter 26 Centimetres
Colour Cerise
Item dimensions L x W x H 35.3 x 38.4 x 6.6 centimetres
Capacity 1.6 litres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand LE CREUSET
Model Number 201832606
Colour Cerise
Product Dimensions 35.31 x 38.35 x 6.6 cm; 3.18 Kilograms
Diameter 26 Centimetres
Capacity 1.6 litres
Volume Capacity 1600 Millilitres
Material Cast Iron
Auto Shutoff No
Special Features Induction stovetop compatible
Item Weight 3.18 kg
",metal,other,3.18kg,1600ml,35.3,38.4,6.6,handle
"Professional Paella Pan with Lid Ultra Non-Stick Robust Quality POAF Free Black 36cm | Induction Gas Electric BBQ Grill Oven Ceramic Dishwasher Safe | Detachable Cool Silicon Handles (36cm)
Material Aluminium
Brand INTIGNIS
Diameter 36 Centimetres
Colour Black
Item dimensions L x W x H 36 x 36 x 5.6 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
🥘 A Good Pan, A Table of Good Food. die Cast Aluminium (Light Weight) With Durable Non Stick Granite Coating Easy & Fast Cleaning. Low Fat Cooking for Healthy Conscious Consumer. Sturdy Heat Insulated Bottom for Perfect Heat Conduction and Guaranteed Energy Saving
🥘 INDUCTION Base Suitable for All Stovetop Types, Suitable for All Heat Including Gas, Electric, Ceramic, Halogen, Induction and Solid Fuel. Dishwasher Safe, Oven Safe to 180C/350F Gas Mark 4, So you can Start Cooking on the Hob and Move the Pan Straight to Oven. When you Have Finished Cooking,
🥘 A Shallow cooking Vessel used for all kind of cooking that require a wide, flat surface will do well, use it for searing steaks, chicken cutlets, fish fillets and roasts; as a griddle for pancakes and other breakfast treats; for stir-frying in place of wok; as a stand-in for a roasting pan even for cooking over a campfire as hot plate.
🥘 DETACHABLE HANDLES: -The Robust Silicon Handles Make it More Convenient to Transfer the Pan direct from one Heat Source to Another, Easy Carrying OVEN TO TABLE. Suitable for All Heat Sources & Hobs, Induction, Electric and OVEN, Enjoy Rick Authentic Mediterranean Flavours No Passport Required. Invite Your Friends Round For Spanish-Style Home Cooked Food OR Use it To Make Mouth Watering Risottos, Chillies, Curries or Casseroles.
🥘 POP IT IN THE OVEN - Our Non stick Paella Pan is oven-safe. Whip up your favourite baked dishes in this Aluminium Pan without worrying about the oven melting the material. Silicon Handles are provided to move Paella from hob to oven to Dinner Table Directly. (Glass Lid in not Oven Safe.)
Brand INTIGNIS
Colour Black
Product Dimensions 36 x 36 x 5.6 cm; 1.74 Kilograms
Diameter 36 Centimetres
Material Aluminium
Item Weight 1.74 kg
","Professional Paella Pan with Lid Ultra Non-Stick Robust Quality POAF Free Black 36cm | Induction Gas Electric BBQ Grill Oven Ceramic Dishwasher Safe | Detachable Cool Silicon Handles (36cm)
🥘 A Good Pan, A Table of Good Food. die Cast Aluminium (Light Weight) With Durable Non Stick Granite Coating Easy & Fast Cleaning. Low Fat Cooking for Healthy Conscious Consumer. Sturdy Heat Insulated Bottom for Perfect Heat Conduction and Guaranteed Energy Saving
🥘 INDUCTION Base Suitable for All Stovetop Types, Suitable for All Heat Including Gas, Electric, Ceramic, Halogen, Induction and Solid Fuel. Dishwasher Safe, Oven Safe to 180C/350F Gas Mark 4, So you can Start Cooking on the Hob and Move the Pan Straight to Oven. When you Have Finished Cooking,
🥘 A Shallow cooking Vessel used for all kind of cooking that require a wide, flat surface will do well, use it for searing steaks, chicken cutlets, fish fillets and roasts; as a griddle for pancakes and other breakfast treats; for stir-frying in place of wok; as a stand-in for a roasting pan even for cooking over a campfire as hot plate.
🥘 DETACHABLE HANDLES: -The Robust Silicon Handles Make it More Convenient to Transfer the Pan direct from one Heat Source to Another, Easy Carrying OVEN TO TABLE. Suitable for All Heat Sources & Hobs, Induction, Electric and OVEN, Enjoy Rick Authentic Mediterranean Flavours No Passport Required. Invite Your Friends Round For Spanish-Style Home Cooked Food OR Use it To Make Mouth Watering Risottos, Chillies, Curries or Casseroles.
🥘 POP IT IN THE OVEN - Our Non stick Paella Pan is oven-safe. Whip up your favourite baked dishes in this Aluminium Pan without worrying about the oven melting the material. Silicon Handles are provided to move Paella from hob to oven to Dinner Table Directly. (Glass Lid in not Oven Safe.)
","Material Aluminium
Brand INTIGNIS
Diameter 36 Centimetres
Colour Black
Item dimensions L x W x H 36 x 36 x 5.6 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand INTIGNIS
Colour Black
Product Dimensions 36 x 36 x 5.6 cm; 1.74 Kilograms
Diameter 36 Centimetres
Material Aluminium
Item Weight 1.74 kg
",metal,black,1.74kg,other,36,36,5.6,lid;handle
"Joeji's Kitchen Round Cast Aluminium Griddle Pan | 27cm Non Stick Griddle Pan for Cooking | Black Large Frying Pan with Lid
Brand Joeji's Kitchen
Diameter 27 Centimetres
Has non-stick coating Yes
PREMIUM CAST ALUMINIUM Built to last in your kitchen, our black grill pan is made from premium cast aluminium pan that can withstand a high temperature while quickly and evenly distributing heat on the base.
NON STICK GRIDDLE SURFACE Unlike other non stick pans, ours features a griddle design that's ideal for grilling, searing, and sizzling. This non stick grill pan is the perfect steak pan that will give you that signature grill marks and delicious juicy flavor.
PERFECT FOR HOBS AND OVENS Our griddle pan non stick surface is suitable for gas stoves, electric stoves, induction cooktop, ceramic cooktop, and more It also includes a high quality pan lid with a center hole for balanced pressure and safety.
International products have separate terms, are sold from abroad and may differ from local products, including fit, age ratings, and language of product, labeling or instructions.
Brand Joeji's Kitchen
Model Number 7426968216902
Package Dimensions 29.4 x 28.7 x 8.9 cm; 2.17 Kilograms
Diameter 27 Centimetres
Special Features Covered
Item Weight 2.17 kg
","Joeji's Kitchen Round Cast Aluminium Griddle Pan | 27cm Non Stick Griddle Pan for Cooking | Black Large Frying Pan with Lid
PREMIUM CAST ALUMINIUM Built to last in your kitchen, our black grill pan is made from premium cast aluminium pan that can withstand a high temperature while quickly and evenly distributing heat on the base.
NON STICK GRIDDLE SURFACE Unlike other non stick pans, ours features a griddle design that's ideal for grilling, searing, and sizzling. This non stick grill pan is the perfect steak pan that will give you that signature grill marks and delicious juicy flavor.
PERFECT FOR HOBS AND OVENS Our griddle pan non stick surface is suitable for gas stoves, electric stoves, induction cooktop, ceramic cooktop, and more It also includes a high quality pan lid with a center hole for balanced pressure and safety.
International products have separate terms, are sold from abroad and may differ from local products, including fit, age ratings, and language of product, labeling or instructions.
","Brand Joeji's Kitchen
Diameter 27 Centimetres
Has non-stick coating Yes
Brand Joeji's Kitchen
Model Number 7426968216902
Package Dimensions 29.4 x 28.7 x 8.9 cm; 2.17 Kilograms
Diameter 27 Centimetres
Special Features Covered
Item Weight 2.17 kg
",metal,other,2.17kg,other,29.4,28.7,8.9,lid
"Carote Non-Stick Deep Frying Pan 32cm with toughened Glass lid , die-cast Aluminium with PFOA-Free Granite Coating - The Perfect Saute pan, Suitable for All stoves, Including Induction
Material Aluminium
Brand CAROTE
Diameter 32 Centimetres
Colour Granistone With Wood Effect Handle
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? No
ESSENTIAL FAMILY COOKWARE: Carote 32 cm deep frying pan / saute pan with toughened glass lid. Even heat distribution for perfect stir-fries. Swiss ILAG Granitec PFOA-free non-stick technology for healthy cooking with little or even no oil or fat. Easy to clean with just a little hot water.
TOUGH AND DURABLE: Five layers of ILAG Granitec coating from SWITZERLAND for perfect non-stick performance. PFOA-free and tested to strictest European standards.
ERGONOMIC HANDLE: Wood effect Bakelite handle, coated with 'soft-touch' silicone. Rivetless design reduces heat conduction. Ovenproof up to 160°C.
SUITABLE FOR ALL STOVES: Even heat distribution, energy saving heat storage technology. Compatible with gas, electric, halogen, induction, glass-ceramic (CERAN). Oven safe up to 160°C.
FULL12-MONTH WARRANTY: Carote is committed to providing cost-effective cookware. Tough Granitec coating offers great durability. Please feel free to contact us anytime.
Brand CAROTE
Colour Granistone With Wood Effect Handle
Package Dimensions 58.42 x 35.56 x 15.24 cm; 1.16 Kilograms
Diameter 32 Centimetres
Material Aluminium
Special Features Gas Stovetop Compatible, Electric Stovetop Compatible, Induction Stovetop Compatible
Item Weight 1.16 kg
","Carote Non-Stick Deep Frying Pan 32cm with toughened Glass lid , die-cast Aluminium with PFOA-Free Granite Coating - The Perfect Saute pan, Suitable for All stoves, Including Induction
ESSENTIAL FAMILY COOKWARE: Carote 32 cm deep frying pan / saute pan with toughened glass lid. Even heat distribution for perfect stir-fries. Swiss ILAG Granitec PFOA-free non-stick technology for healthy cooking with little or even no oil or fat. Easy to clean with just a little hot water.
TOUGH AND DURABLE: Five layers of ILAG Granitec coating from SWITZERLAND for perfect non-stick performance. PFOA-free and tested to strictest European standards.
ERGONOMIC HANDLE: Wood effect Bakelite handle, coated with 'soft-touch' silicone. Rivetless design reduces heat conduction. Ovenproof up to 160°C.
SUITABLE FOR ALL STOVES: Even heat distribution, energy saving heat storage technology. Compatible with gas, electric, halogen, induction, glass-ceramic (CERAN). Oven safe up to 160°C.
FULL12-MONTH WARRANTY: Carote is committed to providing cost-effective cookware. Tough Granitec coating offers great durability. Please feel free to contact us anytime.
","Material Aluminium
Brand CAROTE
Diameter 32 Centimetres
Colour Granistone With Wood Effect Handle
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? No
Brand CAROTE
Colour Granistone With Wood Effect Handle
Package Dimensions 58.42 x 35.56 x 15.24 cm; 1.16 Kilograms
Diameter 32 Centimetres
Material Aluminium
Special Features Gas Stovetop Compatible, Electric Stovetop Compatible, Induction Stovetop Compatible
Item Weight 1.16 kg
",metal,other,1.16kg,other,58.42,35.56,15.24,lid;handle
"Tower T900020 Ice Diamond 28 cm Multi-Pan with Black Diamond Coating, Oven-Safe, Dishwasher-Safe, Ice Grey
Material Aluminium
Brand Tower
Item diameter 28 Centimetres
Colour Grey
Item dimensions L x W x H 29.5 x 38 x 14 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
BLACK DIAMOND COATING: Stone-reinforced coating with superb non-stick properties, allowing you cook with less oil and clean off food residue easier
RAPID HEAT DISTRIBUTION: Its interior coat improves heat conduction and speeds up heat transfer to cook your food faster
HEAVY-GAUGED ALUMINIUM: Heavy-gauged forged aluminium body ensures high-performance for years of quality cooking
TEMPERED GLASS LID: Included tempered glass lid with steam ventilation lets you simmer and slow cook dishes with ease
SUITABLE FOR ALL HOB TYPES: Uses a bonded steel base which is compatible with all hob types including gas cookers, electric hobs and induction set-ups
10 YEAR WARRANTY: Comes with a standard 1 year guarantee, extended by an additional 9 years upon registering the product online
Product Dimensions 29.5 x 38 x 14 cm; 2.23 Kilograms
Item diameter 28 Centimetres
Dishwasher safe? Yes
Warranty description 10.
Batteries required No
Item weight 2.23 Kilograms
","Tower T900020 Ice Diamond 28 cm Multi-Pan with Black Diamond Coating, Oven-Safe, Dishwasher-Safe, Ice Grey
BLACK DIAMOND COATING: Stone-reinforced coating with superb non-stick properties, allowing you cook with less oil and clean off food residue easier
RAPID HEAT DISTRIBUTION: Its interior coat improves heat conduction and speeds up heat transfer to cook your food faster
HEAVY-GAUGED ALUMINIUM: Heavy-gauged forged aluminium body ensures high-performance for years of quality cooking
TEMPERED GLASS LID: Included tempered glass lid with steam ventilation lets you simmer and slow cook dishes with ease
SUITABLE FOR ALL HOB TYPES: Uses a bonded steel base which is compatible with all hob types including gas cookers, electric hobs and induction set-ups
10 YEAR WARRANTY: Comes with a standard 1 year guarantee, extended by an additional 9 years upon registering the product online
","Material Aluminium
Brand Tower
Item diameter 28 Centimetres
Colour Grey
Item dimensions L x W x H 29.5 x 38 x 14 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Product Dimensions 29.5 x 38 x 14 cm; 2.23 Kilograms
Item diameter 28 Centimetres
Dishwasher safe? Yes
Warranty description 10.
Batteries required No
Item weight 2.23 Kilograms
",metal,grey,2.23kg,other,29.5,38,14,lid
"Lodge L8SK3 26.04 cm / 10.25 inch Cast Iron Round Skillet/Frying Pan
Model name 2160028-SSI
Material Cast Iron
Brand LODGE
Diameter 26 Centimetres
Colour Multi-coloured
Item dimensions L x W x H 40.9 x 27.1 x 5.1 centimetres
Has non-stick coating Yes
Is oven safe Yes
26.04 cm/10.25 inch inch skillet/frying pan - ideal size for frying meat and sautéing vegetables
Features an assist handle so that the skillet/frying pan can be easily lifted and maneuvered
Two subtle side lips enable simple and mess-free pouring
Pre-seasoned at Lodge's foundry for a natural, easy-release finish that improves with use
Unparalleled distribution and retention of heat ensures rapid and efficient cooking
Suitable for use on induction, ceramic, electric and gas cooktops, as well as in the oven, on the stove, in the grill and on barbecues/campfires
Extremely versatile - can be used to sear, fry, sauté, grill, roast, bake, braise and broil (both indoors or out)
Brand LODGE
Model Number 17L8SK3
Colour Multi-coloured
Product Dimensions 40.94 x 27.13 x 5.08 cm; 2.27 Kilograms
Diameter 26 Centimetres
Material Cast Iron
Auto Shutoff No
Special Features Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible
Item Weight 2.27 kg
","Lodge L8SK3 26.04 cm / 10.25 inch Cast Iron Round Skillet/Frying Pan
26.04 cm/10.25 inch inch skillet/frying pan - ideal size for frying meat and sautéing vegetables
Features an assist handle so that the skillet/frying pan can be easily lifted and maneuvered
Two subtle side lips enable simple and mess-free pouring
Pre-seasoned at Lodge's foundry for a natural, easy-release finish that improves with use
Unparalleled distribution and retention of heat ensures rapid and efficient cooking
Suitable for use on induction, ceramic, electric and gas cooktops, as well as in the oven, on the stove, in the grill and on barbecues/campfires
Extremely versatile - can be used to sear, fry, sauté, grill, roast, bake, braise and broil (both indoors or out)
","Model name 2160028-SSI
Material Cast Iron
Brand LODGE
Diameter 26 Centimetres
Colour Multi-coloured
Item dimensions L x W x H 40.9 x 27.1 x 5.1 centimetres
Has non-stick coating Yes
Is oven safe Yes
Brand LODGE
Model Number 17L8SK3
Colour Multi-coloured
Product Dimensions 40.94 x 27.13 x 5.08 cm; 2.27 Kilograms
Diameter 26 Centimetres
Material Cast Iron
Auto Shutoff No
Special Features Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible
Item Weight 2.27 kg
",metal,other,2.27kg,other,40.9,27.1,5.1,handle
"ilimiti Frying pan Non-Stick Set 2-Piece Set, 20cm+28cm Stone Earth Frying pan-Non Stick pfoa Free, Ergonomic Handle,Frying pan Non-Stick Suitable for All Stove
Brand Ilimiti
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
ilimiti Stone Earth Frying Pan-Non Stick: 2-piece set, 20cm+28cm Stone Earth Frying pans
HEATS QUICKLY & EVENLY - ilimiti nonstick pots is made of durable and non-toxic die-cast aluminum body that conducts heat quickly and evenly and professional performance.
ULTRA NON-STICK COATING SCRATCH RESISTANT - Made with stone derived nonstick coating inside out, this beautiful cookware ensures unprecedented nonstick performanc.
NON-TOXIC, DISHWASHER AND OVEN SAFE - The natural mineral nonstick coating is ultra durable while remaining 100% PFOA Free, ideal for healthy cooking.
INDUCTION FRIENDLY - Each piece has an induction-compatible spiral bottom to work on gas, electric or halogen stove top (IMPORTANT: For induction, burner diameter should not exceed pan or pot diameter base.)
Package Dimensions 49.7 x 31.9 x 12.1 cm; 2.92 Kilograms
Dishwasher safe? Yes
Batteries required No
","ilimiti Frying pan Non-Stick Set 2-Piece Set, 20cm+28cm Stone Earth Frying pan-Non Stick pfoa Free, Ergonomic Handle,Frying pan Non-Stick Suitable for All Stove
ilimiti Stone Earth Frying Pan-Non Stick: 2-piece set, 20cm+28cm Stone Earth Frying pans
HEATS QUICKLY & EVENLY - ilimiti nonstick pots is made of durable and non-toxic die-cast aluminum body that conducts heat quickly and evenly and professional performance.
ULTRA NON-STICK COATING SCRATCH RESISTANT - Made with stone derived nonstick coating inside out, this beautiful cookware ensures unprecedented nonstick performanc.
NON-TOXIC, DISHWASHER AND OVEN SAFE - The natural mineral nonstick coating is ultra durable while remaining 100% PFOA Free, ideal for healthy cooking.
INDUCTION FRIENDLY - Each piece has an induction-compatible spiral bottom to work on gas, electric or halogen stove top (IMPORTANT: For induction, burner diameter should not exceed pan or pot diameter base.)
","Brand Ilimiti
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Package Dimensions 49.7 x 31.9 x 12.1 cm; 2.92 Kilograms
Dishwasher safe? Yes
Batteries required No
",metal,other,2.92kg,other,49.7,31.9,12.1,handle
"New Superior Cook 28cm Non-Stick Frying Pan, TEF-C3780642
Material Ceramic
Brand Tefal
Item diameter 28 Centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Frying pan diameter 28cm, 20cm and 32cm. Wok diameter 28cm. Interior material: aluminium. Exterior material: aluminium. Soft-touch handle. Easy clean with non-stick coating. Scratch resistant. Oven safe up to 175°C. Suitable for the following hob types: gas, electric, halogen, ceramic, . Dishwasher safe.
Package Dimensions 45 x 27.8 x 9.4 cm; 780 Grams
Item diameter 28 Centimetres
Dishwasher safe? Yes
Batteries required No
","New Superior Cook 28cm Non-Stick Frying Pan, TEF-C3780642
Frying pan diameter 28cm, 20cm and 32cm. Wok diameter 28cm. Interior material: aluminium. Exterior material: aluminium. Soft-touch handle. Easy clean with non-stick coating. Scratch resistant. Oven safe up to 175°C. Suitable for the following hob types: gas, electric, halogen, ceramic, . Dishwasher safe.
","Material Ceramic
Brand Tefal
Item diameter 28 Centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Package Dimensions 45 x 27.8 x 9.4 cm; 780 Grams
Item diameter 28 Centimetres
Dishwasher safe? Yes
Batteries required No
",ceramic,other,780g,other,45,27.8,9.4,handle
"KICHLY - Pre-Seasoned Cast Iron Skillet/Frying Pan - 10.25 Inch (26 cm) - Black
Material Cast Iron
Brand KICHLY
Diameter 26 Centimetres
Colour Black
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? No
Cast iron cookware is rougher than non-stick cookware
[NOT DISHWASHER SAFE]. Please see product description for seasoning tips and care instructions. Hand wash before first use and dry immediately; rub with a light coating of vegetable oil after every wash
Hand wash before first use and dry immediately; rub with a light coating of vegetable oil after every wash
Allow the cast iron skillet to cool completely before washing it in hot soapy water with a sponge using regular dishwashing liquid soap; it is not dishwasher safe
Its superior heat retention will keep your mouth watering food warm for a long time
Brand KICHLY
Model Number EU0311
Colour Black
Package Dimensions 38 x 27.6 x 6.8 cm; 2.52 Kilograms
Diameter 26 Centimetres
Material Cast Iron
Item Weight 2.52 kg
","KICHLY - Pre-Seasoned Cast Iron Skillet/Frying Pan - 10.25 Inch (26 cm) - Black
Cast iron cookware is rougher than non-stick cookware
[NOT DISHWASHER SAFE]. Please see product description for seasoning tips and care instructions. Hand wash before first use and dry immediately; rub with a light coating of vegetable oil after every wash
Hand wash before first use and dry immediately; rub with a light coating of vegetable oil after every wash
Allow the cast iron skillet to cool completely before washing it in hot soapy water with a sponge using regular dishwashing liquid soap; it is not dishwasher safe
Its superior heat retention will keep your mouth watering food warm for a long time
","Material Cast Iron
Brand KICHLY
Diameter 26 Centimetres
Colour Black
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? No
Brand KICHLY
Model Number EU0311
Colour Black
Package Dimensions 38 x 27.6 x 6.8 cm; 2.52 Kilograms
Diameter 26 Centimetres
Material Cast Iron
Item Weight 2.52 kg
",metal,black,2.52kg,other,38,27.6,6.8,other
"All-Clad 8701005165 Stainless Steel Fry Pan with Lid, Silver
Model name Stainless Steel Fry Pan with Lid,
Material Stainless Steel
Brand All-Clad
Diameter 12 Inches
Colour Silver
Item dimensions L x W x H 52.1 x 31.8 x 5.1 centimetres
Is oven safe Yes
Dishwasher safe? Yes
12-Inch covered fry pan with wide flat base and versatile low-profile shape
3-ply bonded construction consists of durable stainless steel encapsulating an aluminum core for even heating throughout
Highly polished cooking surface with starburst finish offers stick resistance and easy maintenance, plus won't react with food
Contoured stainless-steel handles permanently secured with stainless-steel rivets; capacity etched on base
Brand All-Clad
Model Number 8701005165
Colour Silver
Product Dimensions 52.07 x 31.75 x 5.08 cm; 2.04 Kilograms
Diameter 12 Inches
Material Stainless Steel
Special Features Dishwasher Safe
Item Weight 2.04 kg
","All-Clad 8701005165 Stainless Steel Fry Pan with Lid, Silver
12-Inch covered fry pan with wide flat base and versatile low-profile shape
3-ply bonded construction consists of durable stainless steel encapsulating an aluminum core for even heating throughout
Highly polished cooking surface with starburst finish offers stick resistance and easy maintenance, plus won't react with food
Contoured stainless-steel handles permanently secured with stainless-steel rivets; capacity etched on base
","Model name Stainless Steel Fry Pan with Lid,
Material Stainless Steel
Brand All-Clad
Diameter 12 Inches
Colour Silver
Item dimensions L x W x H 52.1 x 31.8 x 5.1 centimetres
Is oven safe Yes
Dishwasher safe? Yes
Brand All-Clad
Model Number 8701005165
Colour Silver
Product Dimensions 52.07 x 31.75 x 5.08 cm; 2.04 Kilograms
Diameter 12 Inches
Material Stainless Steel
Special Features Dishwasher Safe
Item Weight 2.04 kg
",metal,silver,2.04kg,other,52.1,31.8,5.1,lid;handle
