Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Harry Potter | Marauder's Map Heat Changing Mug | 400ml
Material Ceramic
Colour Marauder's Map Mug
Brand Half Moon Bay
Item weight 0.41 Kilograms
Capacity 300 Millilitres
Theme Tribal
Item dimensions L x W x H 9.5 x 12.5 x 10 centimetres
Officially licensed Harry Potter merchandise by Half Moon Bay
Marauder's map heat changing design
Add hot liquid to reveal the map within the castle walls
400ml - 12.5 (w) x 10 (h) x 9.5 (d) cm
Not dishwasher or microwave safe
Brand Half Moon Bay
Model Number MUGBHP02
Colour Marauder's Map Mug
Product Dimensions 9.5 x 12.5 x 10 cm; 406 Grams
Capacity 300 Millilitres
Material Ceramic
Item Weight 406 g
","Harry Potter | Marauder's Map Heat Changing Mug | 400ml
Officially licensed Harry Potter merchandise by Half Moon Bay
Marauder's map heat changing design
Add hot liquid to reveal the map within the castle walls
400ml - 12.5 (w) x 10 (h) x 9.5 (d) cm
Not dishwasher or microwave safe
","Material Ceramic
Colour Marauder's Map Mug
Brand Half Moon Bay
Item weight 0.41 Kilograms
Capacity 300 Millilitres
Theme Tribal
Item dimensions L x W x H 9.5 x 12.5 x 10 centimetres
Brand Half Moon Bay
Model Number MUGBHP02
Colour Marauder's Map Mug
Product Dimensions 9.5 x 12.5 x 10 cm; 406 Grams
Capacity 300 Millilitres
Material Ceramic
Item Weight 406 g
",ceramic,other,406g,400ml,9.5,12.5,10,other
"Super Mario (Star Power) Iridescent 11Oz Mug Multicolour Standard
Material Porcelain
Colour Multicolored
Brand Pyramid
Item weight 356 Grams
Capacity 315 Millilitres
Item dimensions L x W x H 7.9 x 11 x 9.3 centimetres
Amazing super Mario themed iridescent mug
Perfect gift for super Mario fans.
Super Mario - Star power - iridescent mug
Brand Pyramid
Model Number FMG25308
Colour Multicolored
Product Dimensions 7.9 x 11 x 9.3 cm; 356 Grams
Capacity 315 Millilitres
Material Porcelain
Item Weight 356 g
","Super Mario (Star Power) Iridescent 11Oz Mug Multicolour Standard
Amazing super Mario themed iridescent mug
Perfect gift for super Mario fans.
Super Mario - Star power - iridescent mug
","Material Porcelain
Colour Multicolored
Brand Pyramid
Item weight 356 Grams
Capacity 315 Millilitres
Item dimensions L x W x H 7.9 x 11 x 9.3 centimetres
Brand Pyramid
Model Number FMG25308
Colour Multicolored
Product Dimensions 7.9 x 11 x 9.3 cm; 356 Grams
Capacity 315 Millilitres
Material Porcelain
Item Weight 356 g
",other,other,356g,315ml;11oz,7.9,11,9.3,other
"Like. By Villeroy and Boch – Lave Gris Handleless Mug, 400 ml, Handleless Cup Made From Stoneware For special coffee moments, Dishwasher and Microwave-Safe
Material Stoneware
Colour Grey
Brand Villeroy & Boch
Item weight 0.99 Pounds
Capacity 0.4 litres
Item dimensions L x W x H 12.5 x 9 x 10.5 centimetres
All-day use: This cup can be used in the morning as a coffee mug and is also perfect for a relaxing cup of tea in the evening
Modern look: The mug does not have a handle, which gives it a straightforward elegance – every user will love it
Beautiful gift idea: Surprise friends, family and collectors with this elegant mug – they will all love it
Easy to clean: The cup is made from high-quality stoneware and can simply be washed in the dishwasher after use
Delivery contents: 1x Villeroy and Boch Lave gris handleless mug, capacity: 400 ml, weight: 0.675 kg (item no. 10-4259-9660)
Product Dimensions 12.5 x 9 x 10.5 cm; 449.06 Grams
Item volume 400 Millilitres
Dishwasher safe? Yes
Number of pieces 1
Batteries required No
Item weight 0.99 Pounds
","Like. By Villeroy and Boch – Lave Gris Handleless Mug, 400 ml, Handleless Cup Made From Stoneware For special coffee moments, Dishwasher and Microwave-Safe
All-day use: This cup can be used in the morning as a coffee mug and is also perfect for a relaxing cup of tea in the evening
Modern look: The mug does not have a handle, which gives it a straightforward elegance – every user will love it
Beautiful gift idea: Surprise friends, family and collectors with this elegant mug – they will all love it
Easy to clean: The cup is made from high-quality stoneware and can simply be washed in the dishwasher after use
Delivery contents: 1x Villeroy and Boch Lave gris handleless mug, capacity: 400 ml, weight: 0.675 kg (item no. 10-4259-9660)
","Material Stoneware
Colour Grey
Brand Villeroy & Boch
Item weight 0.99 Pounds
Capacity 0.4 litres
Item dimensions L x W x H 12.5 x 9 x 10.5 centimetres
Product Dimensions 12.5 x 9 x 10.5 cm; 449.06 Grams
Item volume 400 Millilitres
Dishwasher safe? Yes
Number of pieces 1
Batteries required No
Item weight 0.99 Pounds
",other,grey,449g,400ml,12.5,9,10.5,handle;cup
"Bodum 11068-01 Vacuum Travel Mug, 0.35 L - Small, Black
Material Plastic
Colour Black
Brand BODUM
Item weight 0.33 Kilograms
Capacity 0.35 litres
Theme Alphabets
Item dimensions L x W x H 9.5 x 8.2 x 18.5 centimetres
Diameter 9.5 Centimetres

0.35 L, 12 oz
Stainless steel with a slip-proof rubber band
Dishwasher safe. Material: thermoplastic rubber (TPR), polypropylene (PP)
Double wall for heat insulation
Please note: Please do always keep the mug upright. This travel mug is not leak-proof due to possible over pressure

Brand BODUM
Model Number 11068-01
Colour Black
Product Dimensions 9.5 x 8.2 x 18.5 cm; 330 Grams
Diameter 9.5 Centimetres
Capacity 0.35 litres
Material Plastic
Item Weight 330 g
","Bodum 11068-01 Vacuum Travel Mug, 0.35 L - Small, Black

0.35 L, 12 oz
Stainless steel with a slip-proof rubber band
Dishwasher safe. Material: thermoplastic rubber (TPR), polypropylene (PP)
Double wall for heat insulation
Please note: Please do always keep the mug upright. This travel mug is not leak-proof due to possible over pressure

","Material Plastic
Colour Black
Brand BODUM
Item weight 0.33 Kilograms
Capacity 0.35 litres
Theme Alphabets
Item dimensions L x W x H 9.5 x 8.2 x 18.5 centimetres
Diameter 9.5 Centimetres
Brand BODUM
Model Number 11068-01
Colour Black
Product Dimensions 9.5 x 8.2 x 18.5 cm; 330 Grams
Diameter 9.5 Centimetres
Capacity 0.35 litres
Material Plastic
Item Weight 330 g
",plastic,black,330g,0.35L;12oz,9.5,8.2,18.5,rubber band
"Royal Worcester MMLS5629-XSM Wrendale Rosie Mug, Multi-Color, 310ml
Material Bone China
Colour Multi-color
Brand Portmeirion Home & Gifts
Capacity 310 Millilitres
Material: Bone china
Dimensions: H8 x W8.5 x D8.5cm
Microwave Safe: Yes
Package Dimensions 14.7 x 12.7 x 10.5 cm; 340 Grams
Number of pieces 1
Batteries required No
","Royal Worcester MMLS5629-XSM Wrendale Rosie Mug, Multi-Color, 310ml
Material: Bone china
Dimensions: H8 x W8.5 x D8.5cm
Microwave Safe: Yes
","Material Bone China
Colour Multi-color
Brand Portmeirion Home & Gifts
Capacity 310 Millilitres
Package Dimensions 14.7 x 12.7 x 10.5 cm; 340 Grams
Number of pieces 1
Batteries required No
",other,other,340g,310ml,14.7,12.7,10.5,other
"Red Poppy Floral Fine China Mug - Gift Boxed
Material Fine China
Colour Multi
Brand The Leonardo Collection
Theme Floral
Item dimensions L x W x H 11 x 8 x 10 centimetres
Poppy flowers picture mug, straight-sided with handle
Red poppies and green leaves on a white background
Made from fine china. Dishwasher safe and microwave safe
Size: 11x8x10cm. Presented in a decorative matching box
Ideal gift for the home in country style
Brand The Leonardo Collection
Model Number LP93773
Colour Multi
Product Dimensions 11 x 8 x 10 cm; 290 Grams
Material Fine China
Auto Shutoff No
Item Weight 290 g
","Red Poppy Floral Fine China Mug - Gift Boxed
Poppy flowers picture mug, straight-sided with handle
Red poppies and green leaves on a white background
Made from fine china. Dishwasher safe and microwave safe
Size: 11x8x10cm. Presented in a decorative matching box
Ideal gift for the home in country style
","Material Fine China
Colour Multi
Brand The Leonardo Collection
Theme Floral
Item dimensions L x W x H 11 x 8 x 10 centimetres
Brand The Leonardo Collection
Model Number LP93773
Colour Multi
Product Dimensions 11 x 8 x 10 cm; 290 Grams
Material Fine China
Auto Shutoff No
Item Weight 290 g
",other,other,290g,other,11,8,10,handle
"Cymax 250 ml Cat Glass Cup Tea Mug with Fish Tea Infuser Strainer Filter, Perfect for Wedding, Birthday Gift,Mother Day,Father Day for Cat Lovers
Material Glass
Brand Cymax
Capacity 250 Millilitres
Premium material: This small teapot made of wheat fiber and high heat borosilicate glass, thickness, heat and cold resistance. It can withstand up to 150 ℃ degrees temperature, BPA-free, non-toxic, and non-odor. Dishwasher safe
Cute cat mug: The unique cup design will impress your family friend or lover who loves cats. It is could be a tea strainer container, a lovely coffee mug, or a great decoration at home or office
Easy to use & wash: This tea cup with fish-shaped tea infuser is a full set of combinations, perfect for black tea, green tea, herbal tea, or any loose tea that you love. Just put the tea into the tea strainer and then add some hot water, then you can enjoy the most delicious and flavorous freshly brewed tea after minutes
Perfect gift for tea or cat lover. Suitable for any occasion such as Mother's Day, Valentine's Day, Wedding, Christmas, Birthday, Anniversary, Graduation, Thanksgiving, dinner party, housewarming party, children's parties and other special occasions
Capacity: 8oz/ 250 ml. Size:11.9cm*12.5cm. Note: The lid can not be screwed. The glass cup is wrapped by bubbles but fragile. If have any issues, please feel free to contact us, we will try our best to help you out and make you satisfied
Brand Cymax
Package Dimensions 18.9 x 17.8 x 10.3 cm; 360 Grams
Capacity 250 Millilitres
Material Glass
Item Weight 360 g
","Cymax 250 ml Cat Glass Cup Tea Mug with Fish Tea Infuser Strainer Filter, Perfect for Wedding, Birthday Gift,Mother Day,Father Day for Cat Lovers
Premium material: This small teapot made of wheat fiber and high heat borosilicate glass, thickness, heat and cold resistance. It can withstand up to 150 ℃ degrees temperature, BPA-free, non-toxic, and non-odor. Dishwasher safe
Cute cat mug: The unique cup design will impress your family friend or lover who loves cats. It is could be a tea strainer container, a lovely coffee mug, or a great decoration at home or office
Easy to use & wash: This tea cup with fish-shaped tea infuser is a full set of combinations, perfect for black tea, green tea, herbal tea, or any loose tea that you love. Just put the tea into the tea strainer and then add some hot water, then you can enjoy the most delicious and flavorous freshly brewed tea after minutes
Perfect gift for tea or cat lover. Suitable for any occasion such as Mother's Day, Valentine's Day, Wedding, Christmas, Birthday, Anniversary, Graduation, Thanksgiving, dinner party, housewarming party, children's parties and other special occasions
Capacity: 8oz/ 250 ml. Size:11.9cm*12.5cm. Note: The lid can not be screwed. The glass cup is wrapped by bubbles but fragile. If have any issues, please feel free to contact us, we will try our best to help you out and make you satisfied
","Material Glass
Brand Cymax
Capacity 250 Millilitres
Brand Cymax
Package Dimensions 18.9 x 17.8 x 10.3 cm; 360 Grams
Capacity 250 Millilitres
Material Glass
Item Weight 360 g
",glass,other,360g,250ml,18.9,17.8,10.3,lid;cup;filter
"The Stig - Top Gear Heat Reveal Mug, Ideal Birthday Gift, Secret Santa Or Stocking Filler.
11oz heat reveal mug In gift Box
Featuring iconic Top Gear logo
Add hot water and amazingly watch the image change to a charging Stig
Official Top Gear merchandisem Makes for perfect secret santa, birthday or christmas gift
Product size: top diameter 8cm x 9.5cm height
Brand MVS Wholesale
Package Dimensions 11.8 x 11.3 x 10.3 cm; 427 Grams
Material Ceramic
Item Weight 427 g
","The Stig - Top Gear Heat Reveal Mug, Ideal Birthday Gift, Secret Santa Or Stocking Filler.
11oz heat reveal mug In gift Box
Featuring iconic Top Gear logo
Add hot water and amazingly watch the image change to a charging Stig
Official Top Gear merchandisem Makes for perfect secret santa, birthday or christmas gift
Product size: top diameter 8cm x 9.5cm height
","Brand MVS Wholesale
Package Dimensions 11.8 x 11.3 x 10.3 cm; 427 Grams
Material Ceramic
Item Weight 427 g
",other,other,427g,11oz,11.8,11.3,10.3,other
"Insulated Coffee Mug, Vacuum Coffee Cup Insulated Travel Mug Double Wall Steel Reusable Coffee Cup 18oz / 510ml with Leakproof Lid Eco-Friendly Reusable Cup for Coffee, Tea, and Beer
Material Stainless Steel
Brand Homkeen
Capacity 510 Millilitres
Item dimensions L x W x H 17.8 x 9.7 x 9.3 centimetres
☕ 【Double Wall Vacuum Insulation】Double wall vacuum stainless steel insulation mug , vacuum technology,keeps hot / iced beverage up to 6 hours.Great for indoor&outdoor, like travel, sports event, home, office, parties and fit most of vehicle cup holders.
☕ 【Durable & Unbreakable using】Our travel coffee mug shatter proof 100% 304 stainless steel material,durable and easy to wash, also keeps drinks odor free,you can enjoy your coffee, tea, wine, juice etc.
☕ 【Leakproof Lid 】The travel coffee mug comes with leak proof lid with airtight silicone seal,open sip hole for easy drinking, locks in tightly to prevent any accidental leaks or spills;Pack your leak-proof and spill-proof insulated mug in your bag, backpack or purse without worrying about spills or leaks.
☕ 【Perfect Coffee Cups】Beautiful shape thermos coffee flask which is a good choice for Leisure and application at home, office, road trips, camping and traveling, you can enjoy your coffee, tea, wine, juice quite nicely. Suitable for use indoor&outdoor, like business gifts and family gift
☕ 【Excellent Customer Care】We are committed to providing high-quality and well-packaged travel mug. Homkeen promise to offer replacements for products damaged by non-human factors within 30 days of purchase.
Brand Homkeen
Model Number Homcup-510
Product Dimensions 17.8 x 9.7 x 9.3 cm; 300 Grams
Capacity 510 Millilitres
Power / Wattage 1500 watts
Material Stainless Steel
Item Weight 300 g
","Insulated Coffee Mug, Vacuum Coffee Cup Insulated Travel Mug Double Wall Steel Reusable Coffee Cup 18oz / 510ml with Leakproof Lid Eco-Friendly Reusable Cup for Coffee, Tea, and Beer
☕ 【Double Wall Vacuum Insulation】Double wall vacuum stainless steel insulation mug , vacuum technology,keeps hot / iced beverage up to 6 hours.Great for indoor&outdoor, like travel, sports event, home, office, parties and fit most of vehicle cup holders.
☕ 【Durable & Unbreakable using】Our travel coffee mug shatter proof 100% 304 stainless steel material,durable and easy to wash, also keeps drinks odor free,you can enjoy your coffee, tea, wine, juice etc.
☕ 【Leakproof Lid 】The travel coffee mug comes with leak proof lid with airtight silicone seal,open sip hole for easy drinking, locks in tightly to prevent any accidental leaks or spills;Pack your leak-proof and spill-proof insulated mug in your bag, backpack or purse without worrying about spills or leaks.
☕ 【Perfect Coffee Cups】Beautiful shape thermos coffee flask which is a good choice for Leisure and application at home, office, road trips, camping and traveling, you can enjoy your coffee, tea, wine, juice quite nicely. Suitable for use indoor&outdoor, like business gifts and family gift
☕ 【Excellent Customer Care】We are committed to providing high-quality and well-packaged travel mug. Homkeen promise to offer replacements for products damaged by non-human factors within 30 days of purchase.
","Material Stainless Steel
Brand Homkeen
Capacity 510 Millilitres
Item dimensions L x W x H 17.8 x 9.7 x 9.3 centimetres
Brand Homkeen
Model Number Homcup-510
Product Dimensions 17.8 x 9.7 x 9.3 cm; 300 Grams
Capacity 510 Millilitres
Power / Wattage 1500 watts
Material Stainless Steel
Item Weight 300 g
",metal,other,300g,510ml;18oz,17.8,9.7,9.3,lid;cup;lock
"Pyramid MG25205 Mug, Porcelain, Multi-Colour
Material Porcelain
Colour Multi-colour
Brand Pyramid
Item weight 500 Grams
Capacity 315 Millilitres
Item dimensions L x W x H 7.9 x 11 x 9.3 centimetres
Amazing Winnie the Pooh themed mug
Perfect gift for Winnie the Pooh fans.
Winnie the Pooh - bounce - mug
capacity: 315 ml
Product Dimensions 7.9 x 11 x 9.3 cm; 500 Grams
Number of pieces 1
Warranty description None.
Batteries required No
Item weight 500 Grams
","Pyramid MG25205 Mug, Porcelain, Multi-Colour
Amazing Winnie the Pooh themed mug
Perfect gift for Winnie the Pooh fans.
Winnie the Pooh - bounce - mug
capacity: 315 ml
","Material Porcelain
Colour Multi-colour
Brand Pyramid
Item weight 500 Grams
Capacity 315 Millilitres
Item dimensions L x W x H 7.9 x 11 x 9.3 centimetres
Product Dimensions 7.9 x 11 x 9.3 cm; 500 Grams
Number of pieces 1
Warranty description None.
Batteries required No
Item weight 500 Grams
",other,other,500g,315ml,7.9,11,9.3,other
"Sandalwood Handle Tea Mug, Chinese Ceramic Tea Cup, with Infuser and Lid, 13 oz Matte White
Material Ceramic
Brand DianMai
Capacity 369 Grams
The surface is the product of a special R&D and has been treated with high heat before sold, which is smooth and easy to clean.
It includes a food-grade stainless steel strainer, with fine mesh that able to effectively filter out tea residues.
The handle is made of sandalwood, which can efficiently insulate heat and is comfortable to hold.
Capacity: 13.53oz; height: 4.65in, upper (opening) diameter: 3.22in, bottom diameter: 3.62in.
It is dishwasher-safe, but DO NOT heat in microwave. This mug is perfect for office or home use. It can be used for containing tea and water and it’s made with sturdy and stylish material.
Brand DianMai
Package Dimensions 19 x 15.8 x 11.1 cm; 300 Grams
Capacity 369 Grams
Material Ceramic
Item Weight 300 g
","Sandalwood Handle Tea Mug, Chinese Ceramic Tea Cup, with Infuser and Lid, 13 oz Matte White
The surface is the product of a special R&D and has been treated with high heat before sold, which is smooth and easy to clean.
It includes a food-grade stainless steel strainer, with fine mesh that able to effectively filter out tea residues.
The handle is made of sandalwood, which can efficiently insulate heat and is comfortable to hold.
Capacity: 13.53oz; height: 4.65in, upper (opening) diameter: 3.22in, bottom diameter: 3.62in.
It is dishwasher-safe, but DO NOT heat in microwave. This mug is perfect for office or home use. It can be used for containing tea and water and it’s made with sturdy and stylish material.
","Material Ceramic
Brand DianMai
Capacity 369 Grams
Brand DianMai
Package Dimensions 19 x 15.8 x 11.1 cm; 300 Grams
Capacity 369 Grams
Material Ceramic
Item Weight 300 g
",ceramic,white,300g,13oz,19,15.8,11.1,lid;handle;cup;filter
"Colourful Día De Los Muertos Style Sugar Skull White Jumbo China Mug 28oz / 800ml
Jumbo Mug with huge volume!
Quality China
Cool ""Dia De Los Muertos"" style Sugar Skull graphic on either side
Dishwasher Safe
Microwave Safe
Brand Coventry
Colour White
Package Dimensions 16 x 16 x 15 cm; 820 Grams
Capacity 800 Millilitres
Volume Capacity 28 Fluid Ounces
Material Porcelain
Item Weight 820 g
","Colourful Día De Los Muertos Style Sugar Skull White Jumbo China Mug 28oz / 800ml
Jumbo Mug with huge volume!
Quality China
Cool ""Dia De Los Muertos"" style Sugar Skull graphic on either side
Dishwasher Safe
Microwave Safe
","Brand Coventry
Colour White
Package Dimensions 16 x 16 x 15 cm; 820 Grams
Capacity 800 Millilitres
Volume Capacity 28 Fluid Ounces
Material Porcelain
Item Weight 820 g
",other,white,820g,800ml;28oz,16,16,15,other
"Tiny Tatty Teddy Gift Boxed Mummy Mug, Ceramic
Material Ceramic
Brand Tiny Tatty Teddy
Capacity 330 Millilitres
Item dimensions L x W x H 9 x 9 x 12 centimetres
Official Me to You Tiny Tatty Teddy Mummy Mug
Mug is dishwasher & microwave safe - holds up to 330ml
Cute mug has a little Tiny Tatty Teddy bear and caption 'My Name is Mummy'
Comes in a cute yellow gift box with sleeping sheep and Tiny Tatty Teddy design
A lovely gift for a newly expectant Mummy or for a baby shower
Product Dimensions 9 x 9 x 12 cm; 350 Grams
Batteries required No
","Tiny Tatty Teddy Gift Boxed Mummy Mug, Ceramic
Official Me to You Tiny Tatty Teddy Mummy Mug
Mug is dishwasher & microwave safe - holds up to 330ml
Cute mug has a little Tiny Tatty Teddy bear and caption 'My Name is Mummy'
Comes in a cute yellow gift box with sleeping sheep and Tiny Tatty Teddy design
A lovely gift for a newly expectant Mummy or for a baby shower
","Material Ceramic
Brand Tiny Tatty Teddy
Capacity 330 Millilitres
Item dimensions L x W x H 9 x 9 x 12 centimetres
Product Dimensions 9 x 9 x 12 cm; 350 Grams
Batteries required No
",ceramic,other,350g,330ml,9,9,12,other
"Mug Latte Heat Changing Boxed (500ml) - Anne Stokes (Dragon)
Material Ceramic
Brand ANNE STOKES
Item weight 1.17 Pounds
Capacity 500 Millilitres
Item dimensions L x W x H 12 x 13 x 10 centimetres
Officially licensed Anne Stokes merchandise by Half Moon Bay
Officially licensed Anne Stokes merchandise by Half Moon Bay
Officially licensed Anne Stokes merchandise by Half Moon Bay
500ml - 12.5 (w) x 15.5 (h) x 8.5 (d) cm
Not Dishwasher or Microwave safe
Product Dimensions 11.99 x 13 x 10.01 cm; 530.7 Grams
Dishwasher safe? No
Number of pieces 1
Batteries required No
Item weight 1.17 Pounds
","Mug Latte Heat Changing Boxed (500ml) - Anne Stokes (Dragon)
Officially licensed Anne Stokes merchandise by Half Moon Bay
Officially licensed Anne Stokes merchandise by Half Moon Bay
Officially licensed Anne Stokes merchandise by Half Moon Bay
500ml - 12.5 (w) x 15.5 (h) x 8.5 (d) cm
Not Dishwasher or Microwave safe
","Material Ceramic
Brand ANNE STOKES
Item weight 1.17 Pounds
Capacity 500 Millilitres
Item dimensions L x W x H 12 x 13 x 10 centimetres
Product Dimensions 11.99 x 13 x 10.01 cm; 530.7 Grams
Dishwasher safe? No
Number of pieces 1
Batteries required No
Item weight 1.17 Pounds
",ceramic,black,530g,500ml,12,13,10,other
"VANUODA Mermaid Coffee Mug - Ceramic Cup with Mermaid Tail Handle - Gifts for Women Wife Mum Her Grandma Girls Teacher Friends, Personalised Christmas Birthday Mother's Day Present (Blue)
Material Ceramic
Colour Blue
Brand VANUODA
Item weight 280 Grams
Capacity 330 Millilitres
Theme Kitchen
Item dimensions L x W x H 14 x 9 x 10 centimetres
Diameter 12 Centimetres
-PRETTY MERMAID PATTERN: Girly pink scales and Mermaid Tail Golden Handle for a fun, modern cup. Keep you cozy on the inside while looking stylish on the outside.
-EMBOSSED DESIGN: Super cute and unique mermaid mug for adults and kids, and great design for home decoration, girl favorite mugs/cups. Our mugs are the perfect gift for the special and extraordinary women or girls in your life; treat them with this fun cup so they can enjoy their coffee or tea in style.
-MULTI-PURPOSE: Used for coffee mug, cappuccino mug, milk mug, juice mug, tea mug, hot drink mug, soup mug, or fleshy flowerpot, micro landscape.
-MAKE A GREAT GIFT: Perfect gift for wedding, birthday, shower, engagement, Christmas, Halloween party, mother's day, teacher's day. If you are looking for a creative art design novelty coffee mug, this could be your best choice.
- ATTENTION: Please do not put it in the microwave and dishwasher! Don't use any STRONGLY acidic and alkaline detergent; Best with hand wash with clean water; Dry naturally, avoid using dryer or oven.  If the ceramic cup is broken during transportation, please contact us by e-mail. We will provide you with satisfactory service.
Brand VANUODA
Colour Blue
Product Dimensions 14 x 9 x 10 cm; 280 Grams
Diameter 12 Centimetres
Capacity 330 Millilitres
Material Ceramic
Item Weight 280 g
","VANUODA Mermaid Coffee Mug - Ceramic Cup with Mermaid Tail Handle - Gifts for Women Wife Mum Her Grandma Girls Teacher Friends, Personalised Christmas Birthday Mother's Day Present (Blue)
-PRETTY MERMAID PATTERN: Girly pink scales and Mermaid Tail Golden Handle for a fun, modern cup. Keep you cozy on the inside while looking stylish on the outside.
-EMBOSSED DESIGN: Super cute and unique mermaid mug for adults and kids, and great design for home decoration, girl favorite mugs/cups. Our mugs are the perfect gift for the special and extraordinary women or girls in your life; treat them with this fun cup so they can enjoy their coffee or tea in style.
-MULTI-PURPOSE: Used for coffee mug, cappuccino mug, milk mug, juice mug, tea mug, hot drink mug, soup mug, or fleshy flowerpot, micro landscape.
-MAKE A GREAT GIFT: Perfect gift for wedding, birthday, shower, engagement, Christmas, Halloween party, mother's day, teacher's day. If you are looking for a creative art design novelty coffee mug, this could be your best choice.
- ATTENTION: Please do not put it in the microwave and dishwasher! Don't use any STRONGLY acidic and alkaline detergent; Best with hand wash with clean water; Dry naturally, avoid using dryer or oven.  If the ceramic cup is broken during transportation, please contact us by e-mail. We will provide you with satisfactory service.
","Material Ceramic
Colour Blue
Brand VANUODA
Item weight 280 Grams
Capacity 330 Millilitres
Theme Kitchen
Item dimensions L x W x H 14 x 9 x 10 centimetres
Diameter 12 Centimetres
Brand VANUODA
Colour Blue
Product Dimensions 14 x 9 x 10 cm; 280 Grams
Diameter 12 Centimetres
Capacity 330 Millilitres
Material Ceramic
Item Weight 280 g
",ceramic,blue,280g,330ml,14,9,10,handle;cup
"Disney Classic Collectable Piglet Coffee Mug Gift Boxed
Material Ceramic
Colour White
Brand Widdop
Capacity 350 Millilitres
Item dimensions L x W x H 15 x 12 x 10 centimetres
350ml/ 12.3oz Capacity
Beautifully made from New Bone China
Gift ready, presented in a Disney branded gift box
Packaging may vary from any images shown
100% officially licensed merchandise
Brand Widdop
Model Number DI525
Colour White
Product Dimensions 15 x 12 x 10 cm; 430 Grams
Capacity 350 Millilitres
Material Ceramic
Item Weight 430 g
","Disney Classic Collectable Piglet Coffee Mug Gift Boxed
350ml/ 12.3oz Capacity
Beautifully made from New Bone China
Gift ready, presented in a Disney branded gift box
Packaging may vary from any images shown
100% officially licensed merchandise
","Material Ceramic
Colour White
Brand Widdop
Capacity 350 Millilitres
Item dimensions L x W x H 15 x 12 x 10 centimetres
Brand Widdop
Model Number DI525
Colour White
Product Dimensions 15 x 12 x 10 cm; 430 Grams
Capacity 350 Millilitres
Material Ceramic
Item Weight 430 g
",other,other,430g,350ml,15,12,10,other
"Liverpool Fade Design Boxed Mug
Material Composition 100% Ceramic
Care Instructions Hand Wash Only
Material See description
Colour Red
Brand Liverpool F.C.
Item weight 0.9 Grams
Capacity 310 Millilitres
Theme Alphabets
Item dimensions L x W x H 16.2 x 12.8 x 10.8 centimetres
Ceramic mug.
Approx 9cm tall and 8cm in diameter.
100% Ceramic
Hand Wash Only
Fastening: zipper
UKASNHKTN6263
11 oz.
","Liverpool Fade Design Boxed Mug
Ceramic mug.
Approx 9cm tall and 8cm in diameter.
100% Ceramic
Hand Wash Only
Fastening: zipper
UKASNHKTN6263
11 oz.
","Material Composition 100% Ceramic
Care Instructions Hand Wash Only
Material See description
Colour Red
Brand Liverpool F.C.
Item weight 0.9 Grams
Capacity 310 Millilitres
Theme Alphabets
Item dimensions L x W x H 16.2 x 12.8 x 10.8 centimetres
",ceramic,red,0.9g,310ml,16.2,12.8,10.8,other
"Lovely Unique 3D Coffee Tea Ceramic Mug Cup with Tabby Cat Grey
Material Ceramic
Brand Angel's Pride
Capacity 250 Millilitres
Lovely Unique 3D Coffee Tea Ceramic Mug Cup with Tabby Cat Grey
High quality ceramic, handpainted, 250 ml
Perfect gift for your friends and family
Dishwasher and microwafe safe
Brand Angel's Pride
Package Dimensions 15.1 x 12 x 8.6 cm; 350 Grams
Capacity 250 Millilitres
Material Ceramic
Item Weight 350 g
","Lovely Unique 3D Coffee Tea Ceramic Mug Cup with Tabby Cat Grey
Lovely Unique 3D Coffee Tea Ceramic Mug Cup with Tabby Cat Grey
High quality ceramic, handpainted, 250 ml
Perfect gift for your friends and family
Dishwasher and microwafe safe
","Material Ceramic
Brand Angel's Pride
Capacity 250 Millilitres
Brand Angel's Pride
Package Dimensions 15.1 x 12 x 8.6 cm; 350 Grams
Capacity 250 Millilitres
Material Ceramic
Item Weight 350 g
",ceramic,other,350g,250ml,15.1,12,8.6,cup
"Sass & Belle Queen Bee Mug
Material Porcelain
Colour Cream/Gold
Brand Sass & Belle
Item weight 0.46 Kilograms
Capacity 400 Millilitres
Swapping sugar for honey this Queen Bee mug has a simple white design with features of gorgeous gold details.
Material: Durable Porcelain
Capacity: 400ml
Microwave Safe: No. Dishwasher Safe: Yes.
Capacity: 400ml
Brand Sass & Belle
Model Number KD094
Colour Cream/Gold
Package Dimensions 20.6 x 16.2 x 11 cm; 460 Grams
Capacity 400 Millilitres
Material Porcelain
Item Weight 460 g
","Sass & Belle Queen Bee Mug
Swapping sugar for honey this Queen Bee mug has a simple white design with features of gorgeous gold details.
Material: Durable Porcelain
Capacity: 400ml
Microwave Safe: No. Dishwasher Safe: Yes.
Capacity: 400ml
","Material Porcelain
Colour Cream/Gold
Brand Sass & Belle
Item weight 0.46 Kilograms
Capacity 400 Millilitres
Brand Sass & Belle
Model Number KD094
Colour Cream/Gold
Package Dimensions 20.6 x 16.2 x 11 cm; 460 Grams
Capacity 400 Millilitres
Material Porcelain
Item Weight 460 g
",other,cream,460g,400ml,20.6,16.2,11,other
