Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Parts
"Travel Car Kettle, 750ml 24V Portable Travel Car Truck Electric Kettle Water Heater Bottle Fast Boiling with Cigarette Lighter Plug for self-Driving Tour, Suitable for Tea Coffee Drinking
750ML Large Capacity Kettle: The kettle body adopts 304 stainless steel ensuring safe and clean of water. 750ML large capacity make it be fit for self-driving tour.
Easy to Use: Just pour the kettle with water then connect it to the car with the cigarette lighter cable. Indicator turns red when working. Auto cut off power when water is boiling and the green indicator lights on.
Heat Quickly: Inner stainless steel heating tube design, 24V power supply, plug into the cigarette lighter socket, quick to heat, you can enjoy hot water without waiting for a long time.
Intimate Design: Premium plastic handle is comfortable to grip, stable and heat insulation, it avoids the risk of scalding.
Perfect After-sale Service: Guaranteed return or exchange if the product itself has quality problems.
Brand Tosuny
Model Number Tosunyvg965214uh
Colour Red
Product Dimensions 8.5 x 8.5 x 22 cm; 586 Grams
Volume Capacity 0.75 litres
Material Plastic
Special Features Boil Dry Protection
Item Weight 586 g
","Travel Car Kettle, 750ml 24V Portable Travel Car Truck Electric Kettle Water Heater Bottle Fast Boiling with Cigarette Lighter Plug for self-Driving Tour, Suitable for Tea Coffee Drinking
750ML Large Capacity Kettle: The kettle body adopts 304 stainless steel ensuring safe and clean of water. 750ML large capacity make it be fit for self-driving tour.
Easy to Use: Just pour the kettle with water then connect it to the car with the cigarette lighter cable. Indicator turns red when working. Auto cut off power when water is boiling and the green indicator lights on.
Heat Quickly: Inner stainless steel heating tube design, 24V power supply, plug into the cigarette lighter socket, quick to heat, you can enjoy hot water without waiting for a long time.
Intimate Design: Premium plastic handle is comfortable to grip, stable and heat insulation, it avoids the risk of scalding.
Perfect After-sale Service: Guaranteed return or exchange if the product itself has quality problems.
","Brand Tosuny
Model Number Tosunyvg965214uh
Colour Red
Product Dimensions 8.5 x 8.5 x 22 cm; 586 Grams
Volume Capacity 0.75 litres
Material Plastic
Special Features Boil Dry Protection
Item Weight 586 g
",plastic,other,586g,0.75L,8.5,8.5,22,handle
"Cookworks Perfect For Your Morning Illumination Kettle (White)
1.7 litre capacity.
3 kW.
360 degree base.
Rapid boil.
Removable and washable limescale filter.
Brand CFB
Colour White
Package Dimensions 26.1 x 19.7 x 18.9 cm; 1.09 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Auto Shutoff No
Special Features Water Filter
Item Weight 1.09 kg
","Cookworks Perfect For Your Morning Illumination Kettle (White)
1.7 litre capacity.
3 kW.
360 degree base.
Rapid boil.
Removable and washable limescale filter.
","Brand CFB
Colour White
Package Dimensions 26.1 x 19.7 x 18.9 cm; 1.09 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Auto Shutoff No
Special Features Water Filter
Item Weight 1.09 kg
",other,white,1.09kg,1.7L,26.1,19.7,18.9,filter
"Daewoo SDA1815 Astoria Stainless Steel Lid Opening and Auto/Manual Switch Off Options (220-240V) Boil Dry Protection and Cord Storage, Timeless Design for Any Kitchen, 1.7L Kettle (Navy Blue)
BOIL DRY PROTECTION - The boil-dry protection function automatically switches off the heating element when there is no water in the water tank or if the water runs out during use
CORD STORAGE - The handy cord storage feature allows you to keep kitchen work surfaces clear of wires - Remove the sturdy lid to fill up the kettle easily and quickly
AUTO & MANUAL SWITCH OFF - Save energy and stay safe with our automatic switch off feature - This kettle shows when in use with an LED indicator
STYLISH DESIGN - This kettle was designed with style in mind - The sleek painted steel body makes this jug kettle suitable for any kitchen - A timeless design
EXTERNAL WATER GAUGE - Use the water gauge to see how much water you are putting in the kettle - Make up to 7 cups of tea or coffee when full
Brand Daewoo
Model Number SDA1815
Colour 1.7l Kettle (Navy Blue)
Package Dimensions 26.1 x 21.5 x 20.3 cm; 1.35 Kilograms
Volume Capacity 1.7 litres
Special Features Boil_Dry_Protection
Item Weight 1.35 kg
","Daewoo SDA1815 Astoria Stainless Steel Lid Opening and Auto/Manual Switch Off Options (220-240V) Boil Dry Protection and Cord Storage, Timeless Design for Any Kitchen, 1.7L Kettle (Navy Blue)
BOIL DRY PROTECTION - The boil-dry protection function automatically switches off the heating element when there is no water in the water tank or if the water runs out during use
CORD STORAGE - The handy cord storage feature allows you to keep kitchen work surfaces clear of wires - Remove the sturdy lid to fill up the kettle easily and quickly
AUTO & MANUAL SWITCH OFF - Save energy and stay safe with our automatic switch off feature - This kettle shows when in use with an LED indicator
STYLISH DESIGN - This kettle was designed with style in mind - The sleek painted steel body makes this jug kettle suitable for any kitchen - A timeless design
EXTERNAL WATER GAUGE - Use the water gauge to see how much water you are putting in the kettle - Make up to 7 cups of tea or coffee when full
","Brand Daewoo
Model Number SDA1815
Colour 1.7l Kettle (Navy Blue)
Package Dimensions 26.1 x 21.5 x 20.3 cm; 1.35 Kilograms
Volume Capacity 1.7 litres
Special Features Boil_Dry_Protection
Item Weight 1.35 kg
",metal,blue,1.35kg,1.7L,26.1,21.5,20.3,lid;cup;led
"De'Longhi Distinta Flair Kettle, anti-scale filter, 1.7 Liters, Matt metallic finish, KBI3001.S, Silver
Metallic matt grey kettle with chrome accents
Beautifully stylish design
360° base with cord storage
Removable anti-scale filter
Matching toaster available
Brand De'Longhi
Model Number KBI3001S
Colour Silver
Package Dimensions 28 x 24 x 23.62 cm; 1.88 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Material Steel
Item Weight 1.88 kg
","De'Longhi Distinta Flair Kettle, anti-scale filter, 1.7 Liters, Matt metallic finish, KBI3001.S, Silver
Metallic matt grey kettle with chrome accents
Beautifully stylish design
360° base with cord storage
Removable anti-scale filter
Matching toaster available
","Brand De'Longhi
Model Number KBI3001S
Colour Silver
Package Dimensions 28 x 24 x 23.62 cm; 1.88 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Material Steel
Item Weight 1.88 kg
",metal,silver,1.88kg,1.7L,28,24,23.62,filter
"Chefman Colour-Changing Electric Kettle with Auto Shut-off Fast-Boiling Water Heater, Lifts from Base for Cordless Pouring, Stainless Steel BPA-Free Interior, Black/Red
WATCH IT CHANGE COLOUR: Beautiful and practical in equal measure, this kettle transitions from black to red when boiling so you instantly know when your water is hot. It’s the perfect talking point when enjoying your coffee or a meal with friends. Perfect for tea, coffee, instant oats and more
RAPID-BOIL: It boils water more rapidly than traditional kettles so you spend less time waiting for delicious, hot beverages. For added safety, the kettle automatically shuts off once the water reaches boiling point
CONVENIENT: The viewing window offers a clear water-level gauge so you can monitor how much water is in the kettle at any moment. The cord also wraps under the base to help keep your kitchen space neat and tidy
CORDLESS POURING: The kettle easily lifts from its 360-swivel base for easy filling at the sink and graceful serving without the hassle of a power cord. It can also be returned to its power base from any direction — great for both right- and left-handed users
RESOURCES: CE & ROHS certified with advanced safety technology for long-lasting durability plus a 1-year Chefman warranty, so you can purchase with peace of mind — we've got your back! For information on how to use your product, scroll down to view the PDF User Guide. 2500-3000 Watts/220-240 Volts
Brand Chefman
Model Number Color Changing Electric Kettle
Colour Black/Red
Package Dimensions 23 x 23 x 23 cm; 500 Grams
Capacity 1.7 litres
Volume Capacity 1.7 litres
Item Weight 500 g
","Chefman Colour-Changing Electric Kettle with Auto Shut-off Fast-Boiling Water Heater, Lifts from Base for Cordless Pouring, Stainless Steel BPA-Free Interior, Black/Red
WATCH IT CHANGE COLOUR: Beautiful and practical in equal measure, this kettle transitions from black to red when boiling so you instantly know when your water is hot. It’s the perfect talking point when enjoying your coffee or a meal with friends. Perfect for tea, coffee, instant oats and more
RAPID-BOIL: It boils water more rapidly than traditional kettles so you spend less time waiting for delicious, hot beverages. For added safety, the kettle automatically shuts off once the water reaches boiling point
CONVENIENT: The viewing window offers a clear water-level gauge so you can monitor how much water is in the kettle at any moment. The cord also wraps under the base to help keep your kitchen space neat and tidy
CORDLESS POURING: The kettle easily lifts from its 360-swivel base for easy filling at the sink and graceful serving without the hassle of a power cord. It can also be returned to its power base from any direction — great for both right- and left-handed users
RESOURCES: CE & ROHS certified with advanced safety technology for long-lasting durability plus a 1-year Chefman warranty, so you can purchase with peace of mind — we've got your back! For information on how to use your product, scroll down to view the PDF User Guide. 2500-3000 Watts/220-240 Volts
","Brand Chefman
Model Number Color Changing Electric Kettle
Colour Black/Red
Package Dimensions 23 x 23 x 23 cm; 500 Grams
Capacity 1.7 litres
Volume Capacity 1.7 litres
Item Weight 500 g
",metal,black,500g,1.7L,23,23,23,other
"Russell Hobbs 26080 Hourglass Cordless Electric Glass Kettle - Artisan Inspired Design, 1.7 Litre, 3000 Watt
Artisan Inspired Design - With a distinctive oblique glass cut and a distinctive Glass Spout
this Carafe-Inspired Style will most definitely stand out on your counter
Blue Internal Illumination - Lighting up your glass kettle with every boil
this feature not only adds to its eye-catching design but it also casts a soothing blue light onto your kitchen counter
1.7 Litre Capacity - The impressive 1.7L Capacity of the Classic Glass Kettle makes it the perfect size to cater for everyone
Boils One Cup in 45 Seconds and Saves 66% Energy - With one cup equavalent to 235ml you can save both time and energy
2 Year Manufacturers Guarantee - Plus 1 extra year when you register the product online
Brand Russell Hobbs
Model Number 26080
Colour Glass
Product Dimensions 20.3 x 16.6 x 26.4 cm; 1.13 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 KW
Voltage 240
Special Features Pull off lid, Glass kettle with Stainless Steel accents​, Appealing hourglass shape – carafe styling​, Unique glass spout, Blue internal illumination
Item Weight 1.13 kg
","Russell Hobbs 26080 Hourglass Cordless Electric Glass Kettle - Artisan Inspired Design, 1.7 Litre, 3000 Watt
Artisan Inspired Design - With a distinctive oblique glass cut and a distinctive Glass Spout
this Carafe-Inspired Style will most definitely stand out on your counter
Blue Internal Illumination - Lighting up your glass kettle with every boil
this feature not only adds to its eye-catching design but it also casts a soothing blue light onto your kitchen counter
1.7 Litre Capacity - The impressive 1.7L Capacity of the Classic Glass Kettle makes it the perfect size to cater for everyone
Boils One Cup in 45 Seconds and Saves 66% Energy - With one cup equavalent to 235ml you can save both time and energy
2 Year Manufacturers Guarantee - Plus 1 extra year when you register the product online
","Brand Russell Hobbs
Model Number 26080
Colour Glass
Product Dimensions 20.3 x 16.6 x 26.4 cm; 1.13 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Power / Wattage 3000 KW
Voltage 240
Special Features Pull off lid, Glass kettle with Stainless Steel accents​, Appealing hourglass shape – carafe styling​, Unique glass spout, Blue internal illumination
Item Weight 1.13 kg
",metal,black,1.13kg,1.7L,20.3,16.6,26.4,lid;cup
"Travel Kettle, 500ML Electric Car Kettle Stainless Steel Coffee Mug Vacuum Flask Thermal Heated Travel Cigarette Lighter Kettle for Tea, Coffee, 12V
[Travel Heating Water Kettle]: Ideal for quickly heats water, coffee, tea, beverage; 500ml capacity cigarette lighter heating kettle fits most car cup holders, great for travel use
[Cigarette Lighter Plug]: Powered by DC 12V cigarette lighter plug power source, the travel kettle enables to drink hot water on road
[Premium Material]: The car electric kettle is made of 304 stainless steel and food grade PP material, which is anti-rust, corrosion-resistant, safe to drink the boiled water
[Perfect Heating Technology]: Using the latest electromagnetic heating technology, it heat up your water to the boiling point (100°C)
[Double Layer]: 350ML+150ML capacity, You are able to place tea or coffee in the lower section for convenient drinking, friendly design to better meet the needs of your journey
Brand Yosoo Health Gear
Model Number Yosoo Health Gearft3a41hg8w
Colour Silver
Capacity 500 Millilitres
Voltage 12 Volts
Item Weight 380 g
","Travel Kettle, 500ML Electric Car Kettle Stainless Steel Coffee Mug Vacuum Flask Thermal Heated Travel Cigarette Lighter Kettle for Tea, Coffee, 12V
[Travel Heating Water Kettle]: Ideal for quickly heats water, coffee, tea, beverage; 500ml capacity cigarette lighter heating kettle fits most car cup holders, great for travel use
[Cigarette Lighter Plug]: Powered by DC 12V cigarette lighter plug power source, the travel kettle enables to drink hot water on road
[Premium Material]: The car electric kettle is made of 304 stainless steel and food grade PP material, which is anti-rust, corrosion-resistant, safe to drink the boiled water
[Perfect Heating Technology]: Using the latest electromagnetic heating technology, it heat up your water to the boiling point (100°C)
[Double Layer]: 350ML+150ML capacity, You are able to place tea or coffee in the lower section for convenient drinking, friendly design to better meet the needs of your journey
","Brand Yosoo Health Gear
Model Number Yosoo Health Gearft3a41hg8w
Colour Silver
Capacity 500 Millilitres
Voltage 12 Volts
Item Weight 380 g
",metal,silver,380g,500ml,other,other,other,cup
"SANON 24V Travel Car Truck Kettle Water Heater Bottle for Tea Coffee Drinking 750ml
Auto cut off power when water is boiling and the green indicator lights on.
24V power supply, plug into the cigarette lighter socket, suitable for self-driving tour.
Premium plastic handle is comfortable to grip, stable and heat insulation.
Inner stainless steel heating tube design, quick to heat.The kettle body adopts 304 stainless steel ensuring safe and clean of water.
We provide lifetime service for SANON products. If you have any questions, please feel free to contact us.
Manufacturer SANON
Brand SANON
Product Dimensions 8.5 x 8.5 x 22 cm; 600 Grams
Item model number 1381222/120878AM52US11
Manufacturer Part Number 1381222/120878AM52US11
Special Features Boil Dry Protection
Item Weight 600 g
","SANON 24V Travel Car Truck Kettle Water Heater Bottle for Tea Coffee Drinking 750ml
Auto cut off power when water is boiling and the green indicator lights on.
24V power supply, plug into the cigarette lighter socket, suitable for self-driving tour.
Premium plastic handle is comfortable to grip, stable and heat insulation.
Inner stainless steel heating tube design, quick to heat.The kettle body adopts 304 stainless steel ensuring safe and clean of water.
We provide lifetime service for SANON products. If you have any questions, please feel free to contact us.
","Manufacturer SANON
Brand SANON
Product Dimensions 8.5 x 8.5 x 22 cm; 600 Grams
Item model number 1381222/120878AM52US11
Manufacturer Part Number 1381222/120878AM52US11
Special Features Boil Dry Protection
Item Weight 600 g
",metal,other,600g,750ml,8.5,8.5,22,handle
"Amazon Basics Double-Walled Stainless Steel Kettle - 1.7 Liter
Electric tea kettle boils up to 1.7 liters (1.8 quarts) of water in minutes
Double-wall stainless-steel construction ensures outside of kettle remains safe to the touch
Stainless-steel interior (no plastic in contact with water); pop-up lid and large opening for easy filling; drip-free pouring spout
Strix controls and 1500 watts of power; neon power indicator; automatic shut-off for safety and convenience
Removable power base with cord storage; 76 cm power cord
Brand Amazon Basics
Model Number MK-17H05E2-UK
Colour Double-wall Stainless Steel
Product Dimensions 26.59 x 22.3 x 16.21 cm; 1.19 Kilograms
Volume Capacity 1.7 litres
Material 18/8 Stainless Steel, Plastic
Item Weight 1.19 kg
","Amazon Basics Double-Walled Stainless Steel Kettle - 1.7 Liter
Electric tea kettle boils up to 1.7 liters (1.8 quarts) of water in minutes
Double-wall stainless-steel construction ensures outside of kettle remains safe to the touch
Stainless-steel interior (no plastic in contact with water); pop-up lid and large opening for easy filling; drip-free pouring spout
Strix controls and 1500 watts of power; neon power indicator; automatic shut-off for safety and convenience
Removable power base with cord storage; 76 cm power cord
","Brand Amazon Basics
Model Number MK-17H05E2-UK
Colour Double-wall Stainless Steel
Product Dimensions 26.59 x 22.3 x 16.21 cm; 1.19 Kilograms
Volume Capacity 1.7 litres
Material 18/8 Stainless Steel, Plastic
Item Weight 1.19 kg
",metal,other,1.19kg,1.7L,26.6,22.3,16.2,lid
"Salter EK3670 Illuminating Glass Kettle with Boil-Dry Sensor and Auto Shut-Off, 1.7 Litre, 2200 W, Clear
The Salter 2200 W iridescent glass kettle is fitted with a vibrant LED light that illuminates to a striking blue-colour whilst boiling.
Supplied with a 3-year guarantee, the 1.7 L-capacity kettle features a 360° swivel base and flip-open lid for hassle-free operation.
The Strix-controlled unit is equipped with an anti-limescale filter, auto-shutoff system and boil dry protection for maximum safety.
The appliance has modern stainless steel accents and a concealed heating element, which contribute to a stylish, minimalistic finish.
With over 250 years of British design and innovation, Salter continue to make great products to enhance your everyday lifestyle.
Brand Salter
Model Number EK3670
Colour Clear
Product Dimensions 23 x 16 x 23.5 cm; 1.34 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Material Stainless Steel
Special Features Boil_Dry_Protection, Concealed_Heating
Item Weight 1.34 kg
","Salter EK3670 Illuminating Glass Kettle with Boil-Dry Sensor and Auto Shut-Off, 1.7 Litre, 2200 W, Clear
The Salter 2200 W iridescent glass kettle is fitted with a vibrant LED light that illuminates to a striking blue-colour whilst boiling.
Supplied with a 3-year guarantee, the 1.7 L-capacity kettle features a 360° swivel base and flip-open lid for hassle-free operation.
The Strix-controlled unit is equipped with an anti-limescale filter, auto-shutoff system and boil dry protection for maximum safety.
The appliance has modern stainless steel accents and a concealed heating element, which contribute to a stylish, minimalistic finish.
With over 250 years of British design and innovation, Salter continue to make great products to enhance your everyday lifestyle.
","Brand Salter
Model Number EK3670
Colour Clear
Product Dimensions 23 x 16 x 23.5 cm; 1.34 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Material Stainless Steel
Special Features Boil_Dry_Protection, Concealed_Heating
Item Weight 1.34 kg
",metal,other,1.34kg,1.7L,23,16,23.5,lid;filter;led
"Prestige Enamel 1.4 Litre Retro Stove Top Kettle - Almond

Retro enamel finish
Durable stain resistance porcelain enamel exterior
Easy squeeze and pour spout

Brand PRESTIGE
Model Number PRE-46246
Colour Almond
Product Dimensions 35 x 30 x 10 cm; 1.1 Kilograms
Capacity 1.4 litres
Volume Capacity 1.4 litres
Material Steel
Item Weight 1.1 kg
","Prestige Enamel 1.4 Litre Retro Stove Top Kettle - Almond

Retro enamel finish
Durable stain resistance porcelain enamel exterior
Easy squeeze and pour spout

","Brand PRESTIGE
Model Number PRE-46246
Colour Almond
Product Dimensions 35 x 30 x 10 cm; 1.1 Kilograms
Capacity 1.4 litres
Volume Capacity 1.4 litres
Material Steel
Item Weight 1.1 kg
",metal,other,1.1kg,1.4L,35,30,10,other
"Geepas 1800W 1.8L Electric Kettle - Stainless Steel Cordless Kettle - Auto Shut-Off & Boil-Dry Protection - Heats up Quickly & Easily - Boiler for Hot Water, Tea & Coffee Maker - 2 Year Warranty
Brand Geepas
Capacity 1.8 litres
Material Stainless Steel
Power / Wattage 1500 watts
Item Dimensions  L x W x H 23 x 19 x 17 centimetres
✅ AUTO SHUT-OFF & BOIL-DRY PROTECTION - Automatic shut off function upon boiling and the boil-dry protection prevents it boiling if there is insufficient water present.
✅ CAPACITY 1.8L - The capacity is 1.8L so will be good size for the family. Large size for making multiple cups of tea or coffee. To make pouring comfortable and easy the kettle features an ergonomic handle.
✅ SAFETY LOCK LID, 360° ROTATIONAL BASE - The lid fixes nicely into place and is locked by a safety lock. To keep the kitchen tidy, the base has integrated cord storage so it can be tidied away at your convenience & the handy 360° base means it can be comfortably used by right & left-handed people.
✅ STAINLESS STEEL - This electric kettle is made of stainless steel and is distinguished by their durability and makes a healthy kitchen appliance to heat up water, and it is also very easy to clean.
✅ 2 YEARS MANUFACTURER WARRANTY INCLUDED
Brand Geepas
Model Number GK5466
Product Dimensions 23 x 19 x 17 cm; 920 Grams
Capacity 1.8 litres
Volume Capacity 1.8 litres
Power / Wattage 1500 watts
Material Stainless Steel
Special Features Boil_Dry_Protection, Boil-Dry Protection, Automatic Shut-Off After Boiling, Capacity 1.8L, Stainless Steel, Concealed_Heating, Compact, Safety Lock Lid & 360° Rotational Base
Item Weight 920 g","Geepas 1800W 1.8L Electric Kettle - Stainless Steel Cordless Kettle - Auto Shut-Off & Boil-Dry Protection - Heats up Quickly & Easily - Boiler for Hot Water, Tea & Coffee Maker - 2 Year Warranty
✅ AUTO SHUT-OFF & BOIL-DRY PROTECTION - Automatic shut off function upon boiling and the boil-dry protection prevents it boiling if there is insufficient water present.
✅ CAPACITY 1.8L - The capacity is 1.8L so will be good size for the family. Large size for making multiple cups of tea or coffee. To make pouring comfortable and easy the kettle features an ergonomic handle.
✅ SAFETY LOCK LID, 360° ROTATIONAL BASE - The lid fixes nicely into place and is locked by a safety lock. To keep the kitchen tidy, the base has integrated cord storage so it can be tidied away at your convenience & the handy 360° base means it can be comfortably used by right & left-handed people.
✅ STAINLESS STEEL - This electric kettle is made of stainless steel and is distinguished by their durability and makes a healthy kitchen appliance to heat up water, and it is also very easy to clean.
✅ 2 YEARS MANUFACTURER WARRANTY INCLUDED","Brand Geepas
Capacity 1.8 litres
Material Stainless Steel
Power / Wattage 1500 watts
Item Dimensions  L x W x H 23 x 19 x 17 centimetres
Brand Geepas
Model Number GK5466
Product Dimensions 23 x 19 x 17 cm; 920 Grams
Capacity 1.8 litres
Volume Capacity 1.8 litres
Power / Wattage 1500 watts
Material Stainless Steel
Special Features Boil_Dry_Protection, Boil-Dry Protection, Automatic Shut-Off After Boiling, Capacity 1.8L, Stainless Steel, Concealed_Heating, Compact, Safety Lock Lid & 360° Rotational Base
Item Weight 920 g",metal,other,920g,1.8L,23,19,17,lid;handle;cup;lock
"YZYTM SH3001 Home Kitchen Electric Kettle, 2000W, 3 litres Kettle Electric (2L, Yellow)
✔Large 3 L capacity, holds 4 times the volume of a standard 700ml electric kettle，is suitable for large family perfectly choose.
✔Removable, washable Anti limescale kettle filter to ensure a quality hot drink.
✔Eye-catching Whistle design with a high gloss finish and polished color accents.
✔2000W kettle element with a 360°cordless base, ideal for left or right handed use, boil dry protection for safety and cord storage to keep your worktop tidy.
✔The item comes with 1 year warranty.
Brand YZYTM
Colour Yellow
Product Dimensions 20.83 x 20.83 x 16 cm; 1.54 Kilograms
Capacity 2 litres
Volume Capacity 2 litres
Power / Wattage 1500 watts
Special Features Boils water quickly and safely with 1500W heating element, Easy cleanup, Built-in insurance tubes for safe use, 360° degree rotational base, Cordless, High quality commercial grade 304 stainless steel with eco-friendly PP materials are used for this classical kettle, Kettles feature a stay-cool handle and drip-free spout that makes pouring easy., A fully detachable base, Boil Dry Protection, Concealed Heating, Cordless
Item Weight 1.54 kg
","YZYTM SH3001 Home Kitchen Electric Kettle, 2000W, 3 litres Kettle Electric (2L, Yellow)
✔Large 3 L capacity, holds 4 times the volume of a standard 700ml electric kettle，is suitable for large family perfectly choose.
✔Removable, washable Anti limescale kettle filter to ensure a quality hot drink.
✔Eye-catching Whistle design with a high gloss finish and polished color accents.
✔2000W kettle element with a 360°cordless base, ideal for left or right handed use, boil dry protection for safety and cord storage to keep your worktop tidy.
✔The item comes with 1 year warranty.
","Brand YZYTM
Colour Yellow
Product Dimensions 20.83 x 20.83 x 16 cm; 1.54 Kilograms
Capacity 2 litres
Volume Capacity 2 litres
Power / Wattage 1500 watts
Special Features Boils water quickly and safely with 1500W heating element, Easy cleanup, Built-in insurance tubes for safe use, 360° degree rotational base, Cordless, High quality commercial grade 304 stainless steel with eco-friendly PP materials are used for this classical kettle, Kettles feature a stay-cool handle and drip-free spout that makes pouring easy., A fully detachable base, Boil Dry Protection, Concealed Heating, Cordless
Item Weight 1.54 kg
",metal,yellow,1.54kg,2L,20.8,20.8,16,handle;filter
"De'Longhi Argento Flora KBX3016.AZ Kettle, 360 Swivel base & cord storage, Blue
Exclusive agave blue paint finish – will not show finger prints
Boil dry protection - automatically switches off when the kettle is empty
Removable and washable limescale filter
360 degree base
1.7 litre capacity
Brand De'Longhi
Model Number KBX3016.AZ
Colour Blue
Package Dimensions 27.8 x 23.6 x 21.6 cm; 1.68 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Item Weight 1.68 kg
","De'Longhi Argento Flora KBX3016.AZ Kettle, 360 Swivel base & cord storage, Blue
Exclusive agave blue paint finish – will not show finger prints
Boil dry protection - automatically switches off when the kettle is empty
Removable and washable limescale filter
360 degree base
1.7 litre capacity
","Brand De'Longhi
Model Number KBX3016.AZ
Colour Blue
Package Dimensions 27.8 x 23.6 x 21.6 cm; 1.68 Kilograms
Capacity 1.7 litres
Volume Capacity 1.7 litres
Item Weight 1.68 kg
",other,blue,1.68kg,1.7L,27.8,23.6,21.6,filter
"Foldable Electric Travel Kettle,0.6 Litre Squash Collapsible Electric Kettle Small Collapsible Dual Voltage Water Kettle - Portable Low Folding Kettle for Travel/Picnic/Work/Party(White)
Brand Raroauf
Model Number JSCS-XJQ2-628
Package Dimensions 15.8 x 13.4 x 11.6 cm; 591 Grams
Item Weight 591 g
","Foldable Electric Travel Kettle,0.6 Litre Squash Collapsible Electric Kettle Small Collapsible Dual Voltage Water Kettle - Portable Low Folding Kettle for Travel/Picnic/Work/Party(White)
","Brand Raroauf
Model Number JSCS-XJQ2-628
Package Dimensions 15.8 x 13.4 x 11.6 cm; 591 Grams
Item Weight 591 g
",metal,white,591g,0.6L,15.8,13.4,11.6,other
"Gone Travelling Travel Kettle with Mugs - 500ml Dual Voltage Small Travel Kettle with Cups - 0.5l Mains Electric Portable Water Kettle - 550 to 650W
WATER LEVEL INDICATOR - There is a clear water level window on the front of the kettle so you can easily check the capacity of the kettle.WATER LEVEL INDICATOR - There is a clear water level window on the front of the kettle so you can easily check the capacity of the kettle.
COMPACT - 2 cups are included with the travel kettle, and the power cord conveniently wraps around the base of the kettle for a space saving compact design.
DUAL VOLTAGE - The travel kettle features a dual voltage system for extra travel convenience. Switch between 100-120V and 220-240V depending on your destination - ideal for continental European holidays and elsewhere.
SAFETY FIRST: The travel kettle features a locking lid, boil-dry protection and overheat protection for added safety. Please wait until the kettle has cooled down before packing it in your luggage or bag.
TRAVEL - The Gone Travelling travel kettle is perfect for any journey by car, coach, train, plane, bus and boat. Can even be used in the workplace and in your own home.
Color Multi-coloured
Size M
Style Mains Travel Kettle
Material type Plastic
Seasons All Weather
Sport Outdoors
Included components Travel Kettle with 2 Mugs
Batteries included? No
Brand Gone Travelling
Department Unisex
Manufacturer Gone Travelling
Item model number RY723
Product Dimensions 26.01 x 23.01 x 11 cm; 480.81 Grams
ASIN B00JJI9AL4
","Gone Travelling Travel Kettle with Mugs - 500ml Dual Voltage Small Travel Kettle with Cups - 0.5l Mains Electric Portable Water Kettle - 550 to 650W
WATER LEVEL INDICATOR - There is a clear water level window on the front of the kettle so you can easily check the capacity of the kettle.WATER LEVEL INDICATOR - There is a clear water level window on the front of the kettle so you can easily check the capacity of the kettle.
COMPACT - 2 cups are included with the travel kettle, and the power cord conveniently wraps around the base of the kettle for a space saving compact design.
DUAL VOLTAGE - The travel kettle features a dual voltage system for extra travel convenience. Switch between 100-120V and 220-240V depending on your destination - ideal for continental European holidays and elsewhere.
SAFETY FIRST: The travel kettle features a locking lid, boil-dry protection and overheat protection for added safety. Please wait until the kettle has cooled down before packing it in your luggage or bag.
TRAVEL - The Gone Travelling travel kettle is perfect for any journey by car, coach, train, plane, bus and boat. Can even be used in the workplace and in your own home.
","Color Multi-coloured
Size M
Style Mains Travel Kettle
Material type Plastic
Seasons All Weather
Sport Outdoors
Included components Travel Kettle with 2 Mugs
Batteries included? No
Brand Gone Travelling
Department Unisex
Manufacturer Gone Travelling
Item model number RY723
Product Dimensions 26.01 x 23.01 x 11 cm; 480.81 Grams
ASIN B00JJI9AL4
",plastic,other,480g,0.5L,26,23,11,lid;cup;lock
